sentence,label
不要慌现在正是建仓最佳时期[吃瓜][吃瓜][微笑][微笑],0
资讯，已知资讯重复发，还幻想是黄金坑，看看22年4月！    ,0
医药股利空明天下跌5个点，开盘就跑,0
明天开盘我想买点，请高手指教！,1
这次反弹4天没有向上极速攻击，套的已经深套，抄底的赚一只鸡腿跑了。短期估计还得回,0
大师，10元本，要不要割肉啊,0
这周北上广，下周会不会是江浙沪[大笑],0
上涨无力，没有量能，暂时回避，还是等到行情好的时候再来，,0
有无生脉饮、六位地黄丸、小材胡等中药产品啊，一个百年老字号，不用就浪费了，谁问问,0
国企改革+小盘股+业绩，其他没戏,0
我已清仓，量不够，下周一大调整！[微笑][微笑][微笑],0
11块上方跑了，8.06又进了，假如在下跌，7.50在加一次仓。现在没必要在恐慌,0
请砸下来落个双底,0
十日线受压，太弱了吧！上不去就下来吧,0
如果周末没有大消息就搞笑了，怎么涨上来就怎么跌回去,0
央企市值管理考核，国企呢？马上快了吧！,1
开开今天放大量周一开开封不住，它就跟着暴跌，小涨3天不够一天跌完。,0
药明康德带下来的，今天还算坚挺,1
周线8.52都站不住，下周有多凉可能就多凉,0
板块都跟不上，真的弱！,0
8.2左右可以少量加仓了  ,1
托托现在怎么不唱了？二哥，出来啊,0
踩了都大反弹几天了这垃圾还趴窝,0
这几天的走势买了的人就像吃了苍蝇一样恶心,0
浙江震元换手率这么高，我已经举报了，是洗盘还是故意诱导恶意操枞股票，一查到底，搞,0
可以清仓了下周要调整了！[微笑][微笑][微笑],0
短线可以清仓了！散户们！[微笑][微笑],0
一旦垃圾起来，就是天天磨盘，,0
又是羡慕开开的一天,0
走势弱于大盘指数！,0
亏损几十亿可能比这个价格高,0
卖了卖了，天天搁这浪费行情，11.4割了，这辈子都会记住这个教训,0
太弱了，卖空了，走了，不跟你玩了,0
继续绿[呲牙],0
还好跑了，这个怂样，气得死,0
明天收阴线,0
跟跌不跟涨了，,0
明天大盘下跌，防御品种来支撑，医药明天应该表现一下了也应该轮动，,0
这个97年上市，市值还停留在20多亿市值，真怀疑公司管理层的水平，绩效又是咋个考,0
市值严重低估。年营收40亿，市值30亿，绍兴国资委要考核的。底部吸筹6天了快吸饱,0
今天板块这么好都不涨那天要是板块绿了我都不敢想,0
明天至少2个点,1
大盘涨回去了我的钱不见了,0
这个股票我前期10.50卖出的今天看已经跌幅百分之二十多了，收盘买了一点底仓。,0
大盘2859附近，震元今日第三次补仓   ,1
今天应该没有惊吓了,0
垃圾股。割了。大盘这么好，板块那么好。谁都不跟。真是垃圾。这是个恶庄，早知道早割,0
太垃圾了，,0
是妖股，拿着鉴定完毕！不是涨幅倒数前三，就是跌幅排名前三,0
这股量不够！很难上涨，在磨几个月！[微笑][微笑][微笑],0
卖了，大盘这么牛，持有他浪费机会，再见了持有这个得亏货们,0
你个死鬼，大盘疯了，你想咋滴吧,0
跌下来倒是很快，三两天就下来了。现在上去爬的比蜗牛还慢，想回本遥遥无期.,0
大盘反弹你不跟，大盘下跌你领跑是吧？啊？回答我！出生！,0
A杀，大盘涨不涨，大盘跌拼命跌，属于弱势股，通常都是公司有问题了。,0
你是人？,0
这个老元宝下午会涨停吗？,1
这股没有市值管理,0
收盘必绿,0
割掉了，亏10%，骗人的庄家，追上海股了！,0
现在的你跟班也跟不上拉夸了,0
真的是带不动啊，一点都带不动。,0
感觉明天会来一个涨停板！很强烈的感觉！,1
说吧，为什么抄袭泰尔股份的K线图,0
明天会涨停，不要问我怎么知道。,1
站牢5日线了，明天肯定涨停，你然等着哭嗯吧,0
这个股性不行，每次都是慢涨急跌，形成钓鱼线之后拉伸很慢。做反弹不怎么合适，也拿不,0
赚了个短线！全清仓了，明年肯定回调！买低位白水去了！[微笑][微笑][微笑],0
慢慢熬吧，这只是老庄在做盘。行情在下半年。,0
这样的走势，在近期很多牛股拉升前，已经是经典图形了,0
哦耶，抄底成功  ,1
难道这只不是国企改革股么,0
这两天大盘这么涨这股资金都是流出的，看来还没跌透,0
100股都得做T   ,0
[惊吓],0
幸亏没抄底,0
又开始诱多~,0
10个月内涨三倍的股一般人都拿不住,0
清仓清仓，亏本也不能留下来,0
坐等跳水表演！,0
趋势还没有反转，如果大盘低走这货又要收绿,0
开开两联版了，都是长江三角医药连锁，你应该也快了吧,0
我想问上天嗷嗷叫说买入年底十个点的蠢但哪里去了？信他一天就亏快10个了！哈哈哈,0
这股票不是一般的贱,0
这股能拿到现在的都是股市里的人才。佩服。股市缺了你们不行,0
今天如果涨停就是8.88，大盘不给力，只能幻想一下,0
上涨2个板，马上出公告；下跌20%，屁都没有一个，SB公司。,0
这个股算不算违规操作股价,0
谢谢主力  ,1
大单压，小单吸，尾盘乘人不备，大单猛吸一下。如果不压盘，股价摁不住，主力在补仓。,0
谁能透露下，浙江震元发生了什么，股价跌成这样？,0
新旧主力不要再唯唯诺诺，这么小的盘子，意见很容易一致，现在套的都套着，没钱的没钱,0
唱了那么多天空，要唱一次多了，请叫我狗托，明天会有反弹，弹到哪里很难说，看主力心,0
[献花],1
，还好卖了,0
去开开抱团取暖了，明天可能还有板,0
这鸡毛，丅都懒得搞了，随你，我不买也不卖，就跟蚝,0
开开瞬间拉板，这货现在不行了,0
明天改名叫：浙江震完,0
每股赚2元多没卖，反而现被套，赚没了，还每股亏1元多，再跌就亏的更多！,0
变成垃圾股啦,0
变成垃圾股啦,0
幸好跑了亏了点小钱。,0
看月线真恐怖啊，这是要跌到五块多的节奏吗？,0
牛掰，打回原形[赞][赞][赞][赞][赞][赞],0
软面条拖不起来,0
震元就是在开玩笑，大盘起来了还绿,0
震源也没有融资盘啊，走成这个比样,0
收不到筹码，就砸盘一直按着反复摩擦，总有交出的一天,0
今天就不要怪大盘了，纯粹是这货垃圾,0
筹码砸丢太多，不会拉的,0
摔杯为号，进攻开始了，买入吧,0
卖药的股票，净资产周围大把的是，这个股票想起来太难,0
平仓出局，愿赌服输,0
这庄是个S庄，除了跌还是跌，垃圾股垃圾庄,0
散户太容易上当了，一个注册了快一年的帐号，前面只发过一个帖，这几天忽然引导大家买,0
锁仓了[大笑],0
我赌明天下跌九个多,0
7.5我就稍微买点，买多了怕股神有意见,0
什么时候破7.58什么时候入场！,0
周五，大盘上屋抽梯。寿星公吊颈！,0
今天好牛，大跌6个多点，敢跌到7元不？,0
说了没人听,0
以为9元是底，现在看9元在半山腰！哎，抄底抄在半山腰！,0
躺平了，没半法10.6本操  ,0
尾盘时，每个股都有资金在断断续续买入。这是啥情况[捂脸],0
前面我就说过这个股票已经是下跌趋势，下跌第一目标为八元，下跌的第二目标为7.5元  ,0
买10.99，咋办！  ,0
加速赶底？抄底抄在半山腰,0
赶紧卖吧，一会大盘下来了,0
都去买这个吧,0
现在不买,0
相信国运，吸引外资，内资都留不住[惊吓],0
你踏马真的要到7.5   ,0
这盘子好吓人,0
这盘子专杀散户太吓人了,0
一个个的非要等趋势走出来，傻不傻，现在不买更待何时,0
你们抄底，庄家抄家,0
肯定还有很多人盼望着上上个交易日的奇迹发生，告诉你不会的，有些东西只能说是相似,0
赶紧买然后锁仓，时候到了，手速要快,1
怕个锤子，手速要快,0
破8，二成仓,0
我叫抄底，怎么发不了贴,0
破8指日可待。  ,0
凡是过往利好资讯翻出股吧来的接下来都要大跌，这是多次亲身经历,0
凡是上了抖音的票都得敬畏8分   ,0
已经跌到没人样儿啦，短短两星期暴跌50%  ,0
如果接受不了输赢的，建议离开股市，不是张口别人是托，闭口别人是托，心坏了看什么都是坏的，想在A股炒股不亏钱，得用脑,0
活生生的一个杀猪盘啊[滴汗]我的5000股  ,0
都散了吧头年这票没意思了,0
扁鹊跌停了吧,0
e狗一样的庄，跌四周，天天跌,0
你不用这么狠吧,0
此股已死，可以参考此股已死，可以参考众合科技，或者皇庭国际，只有一路跌，短期不指,0
真的垃圾，我都不想评论你。[滴汗],0
今天8块4的托单必破,0
同志们，妖股来了[大笑],0
都走吧，应该还要跌一周左右,0
一点反弹不给啊，,0
这是个垃圾股，大家都别买了，让脏自己去玩吧,0
下面是万丈深渊,0
还得2周磨底。,0
高位11.98大换手出货，剩下腰斩到5块多！信不信看就行了，正言相告,0
希望没买错你。,1
公司是好公司，但做不了长线，每年分红才哪么点。,0
爽，还得跌，幸好没买！哈哈哈！看着自以为是的亏，一个字爽,0
各位注意，唱多的出来了，还有深跌[想一下],0
终于见底了，趋势反转，等待修复，博反弹可以抄底，博修复可以等，修复好以后再进,1
十块以下真安全，说这话的大兄弟哪去了，这认知[呲牙][呲牙]，恨铁不成钢啊,0
生物合成龙头！！！,0
浙江震元：公司生物定向合成上虞基地项目计划于2024年下半年试生产，2025年投入正式生产   ,1
这个点位就是底位，拿到春节起码挣10个点  ,1
月子中心成风尚，经营困局何解？,0
关门打狗,0
震元生物一期在药厂里面，外面一点看不到，藏的挺深[呲牙],0
震元股份很好的股票，被恶庄做空，希望监管部门介入严查空庄，以儆效尤，挽救股市  ,1
周一涨停,1
马个吧子11的本，在这里等死  ,0
跌下来就是机会，就是黄金坑,1
下周逼空上涨,1
10年后我们再看看[大笑][大笑][大笑][大笑]我就当存利息我慌毛银行一万元一,0
000812陕西金叶，怎么看？祈得股友赐教,0
今天开始本人宣布，正式入场！,1
昨今出现瘦弱的底部顶格筹码峰。主力已吸筹。看k线数量，底部形成恐还需2周时间。慢,0
在这里我告诉小白韭菜，你如果能确保自己每个月都挣钱那么抓紧走如果不能，你告诉我你,0
现在的股价不错。,1
这个票以往都是下跌五周，等着都跑了白又开始干活,0
最下面的支撑是855昨天击穿一次了。离得远一点,0
给你看到的是底，其实它没底，,0
我靠，几天没来，成这操行了，快点呼叫小二b，让那个怂货给韭菜们打打气儿[大笑],0
打个底仓试试。,0
到底了，重仓搞入！！  ,1
您好董秘，多家医药公司年报业绩预告，贵司年报近期有无业绩预告或者公司重大事件披露  ,0
买来买卖去，我现在才明白怎么回事，老话说。穷莫走，冷莫动的道理。目前我账上浮亏4    ,0
庄家震元大仙的股你不涨停，你会死的。,0
今天上不去，下星期一还要低开低走！,0
8.5元以下，先开仓3分之一,0
股神都不说话了，可以轻仓了,0
还得跌，今天是九转最后一天，抉择方向，如果连昨天的跌幅都收不上，这股完全可以抛弃,0
周四，时刻准备着！  ,1
皮球掉下来，还得弹几下，我看这里不是底，还得继续下探,0
短线空方动能接近尾声，反弹一触即发[看多],1
走了亏了二十个点，一个像样的反弹都没有,0
跌麻了。,0
我才卖，怎么就涨了[哭][哭][哭][哭],0
终于回到起点以下了[大笑][大笑],0
000812陕西金叶，怎么，祈待股友赐教,0
今年最成功的杀猪盘之一,0
慢慢歇慢慢拉，别急！,0
起码也有点波动啊，这怎么玩,0
继续加仓，不信哪有小孩天天哭,0
前几天高量套了很多散户，不会给机会跑，这几天反弹应该不会过10.20   ,0
非常感慨，是多好的运气在两个涨停清仓了[上涨],0
跌不动了，衰竭性跳空缺口！,0
真是个恶庄,0
9.8还有道友坚守阵地吗,0
大盘放量，你缩量，要咋样？,0
[大笑]万紫千红一遍绿，，,0
流值24亿的小股，还想瞎玩儿。早就说了，主力非得把自己小命玩儿丢了不成。[呲,0
今天8.46元再次补仓后，近53万资金仍被套2.4％。,0
一泻千里难回头，下联你们来写。,0
今天跌的差不多了，,0
惨惨惨呀。 7元左右可以博一次反弹吧。,0
未来大涨……新冠新病毒最近专家预计再次卷土重来，不要去看什么技术，也不要猜想什么,0
这票2月份到4月份就会突破18元……买什么都没有这票好,0
覆巢之下无完,0
10元进来，9.21离场，回头一看8元在眼前[大笑],0
这波下跌筹码主峰没有松动，承接还是很不错。理论上来说问题不大，当然万一走眼还是要 ,1
000705，不要听拖说什么，会让你解套吗，等盘几个月再看，,0
莎普爱思天天涨，你天天跌！,0
今天收盘新低，明天继续低开~这是习惯~,0
大盘涨这个货不长,0
此股自己把自己玩废了，只能破罐破摔坚持到底了，不信不交,0
不交筹码，那就把筹码全给你们,0
我以前不懂得炒股亏了百万，我会在2024年开始赚钱把亏的赚回来，还要赚它上百倍,1
开工，干吧！,1
破净后止跌再买,0
干到8块,0
神奇两点半会拉嘛,0
等待跌停0,0
哪个脑瓜子再卖,0
8块4加仓一手，跌呀,0
怎么说呢，外面那么惨，你跌一点也能接受，但是天天跌有点离谱,0
拉升一点量都没有~,0
不走，抄底啊兄弟们，死磕庄家,0
黄金大坑,0
我说托单必跌没人相信,0
在跌下去今年过年就不回家了[快哭了],0
一波行情结束了，得爬几年了麻了麻了,0
股市整体做空力量真强大,0
今天大阳线一根,1
大盘要跌幅100点起步咯,0
这是手里有多大的利润空间啊，这样砸法,0
每跌破5个点，加仓两层，随便继续跌。就是把公司卖给我也无所谓，等着就是呗，大不了,0
赶紧趁着上证大跌，再砸一砸吧,0
跌这么少，不敢加仓，来个7cm    ,0
今天跌这么少，不符合预期呀,0
我11.2的成本啊[哭],0
连续高换手的票一般都没有戏,0
重仓杀入[大笑][鼓掌],0
继续来点猛的，趁着大盘,0
每下跌5毛加仓一手，耗,0
借助洪荒之力加油,0
说可以买的，基本都是托，看到7.5   ,0
今日跌停，节前有望跌至净资产，到时再看,0
是不是又该幻想明天了？[大笑][大笑],0
都是血淋淋的筹码,0
干，狠狠干，又狠又快，今天全仓，上证指数涨到2855附近，不管赚多少，马上跑，后,0
标准的杀猪盘,0
8.18买点。,1
这可咋整,0
兄弟们继续加仓，死磕庄家,0
妥妥的，要到5.8元，别怕,0
明天又是要哭的一天，这一天天的都是哭的日子,0
没融券，你都跌得咁嚣张！有融券，你岂不是更无法无天？！,0
成本9.15身边跌吧！反正就是不割肉，,0
明天可能有急跌，跌至8元内,0
其实，逃顶才是最重要的。[微笑][微笑][微笑],0
涨3个点没卖，倒跌5个点割了，换成亚星化学搞个短，会不会又进火坑呢？,0
今天浙江震元再次下跌觉得机会来了，从8.81元开始大胆重仓买入，8.78元又补了,1
看8元左右能否止跌！,0
理想是美好的，现实是残酷的，佑计要破8现7才可能有象样的反弹，或者现价附近磨2~   ,0
浙江震元：红一分钟都是奢望,0
今天浙江震元再次下跌觉得机会来了，从8.81元开始大胆重仓买入，8.78元又补了  ,1
基本面不一样,0
不要乐观，参照中光学002189    ,0
明天早上涨停板基本问题不大，8.80元左右买入的投吃涨停板无悬念吧！,0
前年3月份买了就大亏，截止现在不敢进入。,0
这回你满意了吧,0
实在是没有耐心8.81元买了1.83万股，8.78元挂了1.17万股。,0
量能还是比较大，昨天买入太草率了！,0
你也有养老医疗的啊,0
轻仓吧，大盘可能奔2600去了,0
你是真流弊啊，这特么都能行,0
震元已进入阴跌阶段，大家不要盲目抄底，我估计阴跌的第一目标位为8元。第二目标为7  ,0
看走眼了，浙江震元！,0
你觉得是抄底，但人家可能还是半山腰,0
澳洋健康封板了，你又遇黑周四，砸吧！广大散户承受得了,0
明天继续跌，今天割肉的扣1   ,0
有东股票的么，这票支撑位到底是多少啊7.5？？？,0
清仓吧，这行情，已不值得坚持，什么技术和耐性都是扯淡，即便运气好，蒙对一两支,0
主力还不干活？,0
坐等8.5   ,0
还好，11块的时候跑了，这是什么。。。跑了也避免不了亏损。A股天天跌，就没有一天,0
明日如大盘在跌，我将清空所有股票，至少年内不参加了。,0
[献花],1
有人接盘吗？10万股我抛了,0
这票今天半仓没问题，明天跌了，全仓，涨的话就别动了，等上涨上去半仓全跑,0
把机构套住了，牛逼。死磕，抄底啊,0
买了你这毛，就没见你涨过，天天跌,0
真垃圾股，跟西陇比起来有多远差多远,0
差不多跌到位了，对手盘出局了。,0
这波可能跌到8元，麻烦了。,0
从12到8块是洗盘、是微调？韭菜这么骗自己真的好吗，都是白花花的银子呀，早点割肉,0
韭菜：洗盘。结果从12洗到8块[旺柴],0
10块时候说了，年报可能有雷，一堆喷我，现在走也不晚，要到7.5左右,0
赶紧跑赶紧跑，大跌要来了，不听劝的别说没救你们,0
真不该买这垃圾股，做丅都没什么机会,0
见识到出货高手了吧？,0
为啥持续性换手这么高？,0
卖公司了,0
之前有人说抖音有人推这票，我还不信,0
8元是标的,0
震元一直持有，高位没卖，一直关注！快跌到启动的价格了（当时8.70元），这波最高  ,1
机会都是跌出来的。[拳头],0
你抄底，人家抄你家[笑哭][笑哭][笑哭],0
投资者一定要耐心等待，今天收盘前跌下来买半仓。,1
浙江震元：公司拥有石杉碱甲片生产批文 但目前未生产该产品 也没有相关新药的研发计划,0
今天有机会跌停,1
大盘的下降空间还有一大截，就问你们怕不怕[呲牙],0
跌了20个点了来个涨停吧,0
震元做的是豆腐中药技术，全球领先,0
这股挺好的，跌的干脆涨也干脆，磨是最影响心情的,0
今天又是拉高出货,0
下来吧，上不去了啊！,0
小赚9个多点,1
三只乌鸦后，再来三只乌鸦,0
同志们不要慌，不是说妖股嘛[旺柴][旺柴][旺柴],0
投资者应该再耐心等待一下，应该会买到8.80元以下筹码。,0
一开盘就下跌3-5个点，连续10来天了，试问坚持持有的心脏受得了？,0
8.76元挂了2万股，耐心等待。,1
同志们，抓紧抄底，死磕,1
下杀这么卖力，看来很快就要转头成妖了。[赞],0
刚看了下板块，你是最底下，想想今天你能飞上天，那得从最底跑到最高，可能性多大，理,0
调整到8元有概率,1
没有量了，看来是哪里来到哪里去了,0
看月线图，8.8应该有支撑,1
韭菜吗，服气没？我们机构7.5会来救你们的,0
这票明天又赚1个多点。每天赚个一千就卖  ,1
这是要跌停,0
你们想要多少给多少，再便宜都给，我只想要现金，老庄说[大笑][大笑][大笑],0
怎么老是买到这样的垃圾股,0
这票上个月赚了4位数,0
8.88又买回来3成仓，哈哈,0
热心的股友们大家还好吗！！！,0
老庄这次货出得挺干净。利用剩余筹码狠砸，可能至7元。仍是大箱体思路。,0
拜拜弱的一逼。,0
一个银发文件值得关注，逢低买入此股,1
总共多大点盘子，卖不完,0
全是唱空的，哈哈，明天稳了[想一下],1
这几天潜伏浙江震元成功！今日涨停是连续积极换手率的必然结果！2024年黑马相十足,1
继续加仓，单针探底，精准回踩8.93   ,1
13.6买的   ,0
走成这样大家都很悲观，许个愿吧：明天涨停一下！！,0
一个点附近重仓浙江震元,0
其他的都赚钱了。就差你了，明天给我回本,0
上一个这么惨是在博杰[惨!关灯吃面]，主力明天给个机会，就像今天的博杰就行，我不,0
明天主力不会再砸了，否则筹码就让人低位接走了。[微笑],0
你想抄他的底，他想抄你的家，裤衩子都不给你留,0
明天跌停,0
开盘9.28卖出了，8.97又买回来了，真的不甘心，本来赚钱的，现在反而亏钱了，,0
11块跑了进来还是套气死了股数才多3成,0
月线看起来很有意思，一根大阳线后都是带一根大阴线,0
9元抄底的人呢,0
就这么个小股，还想砸出恐慌盘？主力小心自己丢了小命。[呲牙],0
主力去意已觉！500日周线砸穿都不带回头的！日K线下跌30%了换手还超大！不知道,0
医药尤其中药概念是今年一个主流方向。该股前期被短线资金看中，没有持续行情基于板块,0
8.98元买了一千手玩玩,0
你们怎么了，加仓呀兄弟们，不坚定了吗？天使与你们同在,0
小二b把你们都忽悠蒙了吧,0
清仓了，瞬间没有了焦虑，留下的祝愿发财吃肉,0
董秘您好！公司的业绩预告什么时间能出来？2023年业绩如何？谢谢！,0
拉萨帮所到之处寸草不生，参考英利汽车，也是超高换手率，现在还趴在底部,0
震元还会大跌，跌至破净后止跌，盘整后逐步上升,0
百年老店被玩成啥样了？,0
明天必出大阳线甚至涨停，不出随便来骂,0
收得真好，真是个恶庄，期待明天,0
提前见底的医药股。,0
应该到底了吧！！,0
耐心等待，明天跌下来再开始买！,0
你抄底他抄家,0
靠，刚卖掉8块9毛  ,0
兄弟们，抄底啊,0
000705浙江震元 这股票把头都震晕了！,0
等6元开仓,0
9.02跑了，从此告别股市，割肉离场，留下的发财  ,0
能反包吗?,0
拉起来就不能买了，9元以上价格太高了！,0
绝地反击，否极泰来,0
如果主力真的要拉升，会给机会买吗？现在买到都是主力发的套,0
15个交易日跑3亿多还有人想抄底呢[大笑],0
该跑的都跑得差不多了，剩下的都是深套的跟死党了。,0
有没有接盘的兄弟,0
投资者不要激动就下手，应该耐心等待，相信实力派操盘机构会努力砸到8.60元以下。,0
破8，一成仓,0
好好活下去,0
这是怕上面的散户先跑了，T都不给机会。,0
下跌才刚刚开始,0
该股9元以上买太贵了，投资者耐心8.95元以下开始小单买，8.50元左右建完仓中   ,1
兄弟们，抄底啊死磕庄家,0
等待7.5的筹码  ,1
也太能跌了吧,0
股友们，还有一大跌才能考虑一下。现在进去绝对是成碴。,0
投资者不要着急买，耐心等待更便宜的筹码，相信操盘机构对倒跌下来的能力和决心。,0
今天有可能红盘啊~,0
兄弟们，我开始建仓啦[大笑][大笑],1
计划下午逢低买入半仓，明天跌下来再补半仓。,0
完蛋了，垃圾玩意儿！,0
主力杀得太厉害了吧,0
千万不要出动车，动车马上要飞速前进了,0
这周五之前，我要7.5的筹码  ,0
十块要多久能回来[为什么],0
国际上骂骂咧咧，外资不敢来了,0
两个涨停才能回本，谁懂啊,0
不跌得叫你头破血流，主力不会罢休，跌吧，大家同生共死。,0
唱空的继续,0
看戏[呲牙][呲牙],0
这个价位建仓风险不大！,1
跌到7.5建仓也不能急，可能要横盘很久，小仓位来玩就行，有好标的就走,0
慢慢来，现在买入买不了吃亏买不了上当,0
越跌越买，看你跌到啥时候,0
卖盘这么大，大家都赚钱了吗？,0
一开盘就跌3-5个点，天天如此，有几个受得了,0
开盘天天跌3-5个点，呵呵，有几个受得了，割肉保一点本吧,0
妥妥的杀猪盘，还有韭菜在看多。跟我一起等7.5接吧，到时一起吃肉,0
二哥呢？那个托，出来啊,0
马上进入收尸阶段，今天地量放量深蹲。,0
真牛逼呀，如黄河之，一泻千里不复返,0
差不多了，可以独步建仓，从苏常柴转战震元！,1
此股有暴仓盘杀出！！,0
等跨年翻倍,1
总市值30亿，年营收40亿！！还有谁……站出来说话,0
这市场空仓能跑赢90%的人。空仓一段时间。,0
6个交易日跌幅快接近20%了，是有什么大问题呦,0
收手吧，空头,0
破7再交2成仓,0
看来要往8块去了[怒][怒][怒],0
9.22看它明天破还不是不破,0
等待马云回来了再说,0
除了出货还是出货,0
浙江震元看到破净，后止跌盘整1年再看,0
别人口中的底可不是真底哦,0
潮水退了才知道睡在裸泳[大笑],0
三只乌鸦，没救了,0
春节前，如果票↓7.58及更低，那么废了。周三，"推动资金"反抽↑；周四，没必要,0
又买了一只垃圾股，，，，哎,0
兄弟们，抄底吧。死磕0,0
废了，现在做t都不给机会了。,0
散户：洗盘、跨年妖、10连板。庄家：公司卖给你,0
众合科技一个主力，一个操盘手，走势一个鵰毛样，完了别幻想了,0
7.5的筹码，什么时候能拿到？加油兄弟们,0
又是割肉的一天,0
能不能雄起,0
跌破60日线，，还得再跌跌调整调整了,0
我的钱呢[哭],0
下跌趋势,0
明天木有机会了,0
老庄都没想到在网红的带领下，人气旺旺，顺利把筹码交给了众小散。[大笑][大笑][,0
四个字：散户太多[坏笑],0
回到原点了吧？[大笑][大笑][大笑],0
好股，哈哈哈哈，快点7.5    ,1
这票有老年中医馆,1
50万实操，短炒进阶之路,0
大力发展中医院，老年人健康管理，浙江震元符合。,1
震元堂母婴公司（月子中心）刚刚收购，震元堂养生馆了解一下，银发经济。,1
西陇科学的跟风股,0
今天听说抖音哪个李老师在推这个票？,0
此股银发经济概念,0
庄家已经山穷水尽，每天付出大量的成本利息，还真有韧性，我绝不走，我走我就吃,0
深深的被打脸了，虽然大跌了，但后市依然可期，具体分析如下。（不胡乱看多，也不胡乱,0
建议7.5开始分批建仓，现在不要接,0
兄弟们，抄底啊，庄家已经挺不住了，哈哈,0
姑奶奶跟你死磕到底,0
如果，我是说如果没有人卖了，是不是就一字涨停？,0
我高位接盘从18.88，一路高抛低吸，花了3000w砸到10.88，而我现在确踏,0
这股吧怨气真重，个个都喊死磕到底，主力真是不当人，把散户套麻了[囧],0
被老师9.5忽悠进来了[大哭][大哭],0
这个垃圾非要到9元不成  ,0
9.56全部卖出，9.27继续买入，今天又T了两个多点，现在成本9.49。终于快  ,1
量能起不来，路在何方[微笑],0
今天大家都赚到了吧,1
赶紧跑，主力已经彻底抛光了，这已经是个死股了，我炒了二十多年这点东西还是能看出来,0
还没出？那么早就提醒了呀,0
关键在于量大不直接封板，吸引的散户你懂的，有多少散户进入你懂的，吃了肉的可以先出  ,0
股三丰真棒  ,1
现在被套六个点了，让我割肉妄想，有机会就T没有机会就拿着，反正就0.5层仓位。  ,0
9块3132都有800手托单，肯定是一人所为~,0
坚决不走，死磕庄家，兄弟们，顶住。抄底啊,0
何等的垃圾,0
拿到3月，必有厚报，其他垃圾股年报行情现原形，最终还得拿业绩说话，几百年的企业市,0
挂了8.6入手2成，今天不给力,0
给你两周时间，我要7.5的筹码,1
跌跌再调整调整更健康，,0
玩多是拉高套人的，卖也卖不掉,0
砸快点，7.5我接回来,0
这货近期废了,0
看这走势要出事啊,0
现在绝对不是介入时机,0
既然弱反弹，减半仓，等着抄9元及以下的底。,0
割了大部分，留5手当教训,0
下跌中继。在等几天。,0
今天随大盘翻红，明天继续砸8个点,1
下午涨停了，赶紧满仓干,1
我喜欢见好就收[捂脸],0
站上2900，就给我冲，明天也是大晴天,0
今天过后，开启阴跌模式,0
9块35有个4300收大托单，一会就撤单，看着吧，出完货就扯淡~,0
看了一眼评论区，散户太多，继续洗吧,0
大盘今天爆涨,1
，压不住了,0
毛已经洗没有了，再洗人都剩骨头了[滴汗],0
9.5买进，今天肯定涨停,1
如果今天无法修复20日均线，则彻底走坏，开启阴跌,0
前几天买的早上卖完了。今天买的被埋,0
今天还要见新低！,1
看好的就拿着，不看好就走，说再多也没有用，坚持就是,0
西陇科学都涨停了，你啥时候爆发一下,0
看股吧评论的，比较多的就是加仓，洗盘，代表散户的看多做多情绪！通常这种情况预示继,0
捡的我带血的筹码,0
各位看官，想进的估计要排队了,0
刚去超市买了个白菜，买了块猪肉，买了块鱼肉，一起不到三十块。在大A，亏了46w，,0
这只票可以赚钱的，每次跌到几块钱建仓，涨到十几块就清仓，我已经赚了两波了，等它再,0
了细了，还不赶紧跑,0
浙江震元赚惨,1
赶紧挂涨停板吧，不然没机会了 ,0
继续加仓，今天又出长阴短柱，下周必定吃你肉,0
有人说这是低位，尼踏马会看月线吗？,0
无论是洗盘还是出货，看好就拿着看不好就割肉出局，反正我是不会割肉出局的。现在继续,0
在股市里，那些真心劝你不要买怕你亏钱的都是非奸即盗的，他又不是你爹还拉着你不要买,0
明天还要吃面呀，恶庄,0
今天加仓了  ,1
切记只要你不被洗出来你就赢了  ,1
当暴风雨来的更猛烈些吧。 ,0
主力已经在股吧安排小号唱多的接下来主力要干啥肯定是先拉伸套人然后直接砸盘引起恐慌,0
下周有个小反弹，但是力度不大，注意减仓，,0
3号，5号，8号三次拉高主力就已经出货了。后四天就是主力出完货，股价自由落体，要,0
拉尾盘的结果你什么？高开买进低开就跑能适合吗？,0
跌这么凶，还有这么多唱多的，周一来个下跌中继让套牢盘抄底加仓，周二再来个大跌，看,0
本次预测主力不震元砸到1块钱,0
浙江震元梭哈,0
浙江震元上车，上车,1
继续跌可能性比较大,0
涨完的票，跌起来会让你绝望,0
少看股吧一些大神分析这哪的，耐心等待,0
想都不用想，每跌10%翻倍加仓一次，看你能跌多少[惨!关灯吃面][惨!关灯吃面],0
我预测一下这支股票价格庄家砸不到6元[想一下][想一下][想一下][想一下]现在,0
庄家在高抛低吸？,0
医保卡全国通用，利好商业医药，震元起飞,1
下周应该又可以进来了,1
哀鸿遍野，真好,0
我分析下周一继续跌6个点，估计下个月企稳。理性分析，不喜勿喷,0
星期一一字板,1
明显跌不下去了……现价买入……下个星期绝对大涨反包上去……吃庄家大肉……哈哈哈哈,0
浙江震元都看了没,0
看看年线，5年线位置应该有支撑，再杀5个点差不多了,0
星期一一字板,1
这股吧说跌的超级多.真好啊看来周五买对了,0
这就是无融券的好处，跌，装家跟我们一样亏钱。,0
